0.12,0.08,4%,0,1893
0.10,0.09,4%,0,1907
0.10,0.08,4%,0,1887
0.10,0.09,4%,0,1893
0.08,0.10,4%,0,1887
0.11,0.10,5%,0,1890
0.10,0.09,4%,0,1893
0.11,0.08,4%,0,1893
0.09,0.10,4%,0,1897
0.11,0.08,4%,0,1896
