0.34,0.28,9%,0,3063
0.35,0.31,10%,0,3077
1.02,0.46,22%,0,3110
0.75,0.53,19%,0,3122
0.39,0.34,9%,0,3060
0.78,0.56,20%,0,3103
0.30,0.28,9%,0,3019
0.30,0.29,9%,0,3100
0.30,0.30,9%,0,3072
0.31,0.30,9%,0,3124
