0.46,2.61,40%,0,1621
0.23,2.83,40%,0,1615
0.40,2.66,40%,0,1621
0.37,2.69,40%,0,1616
0.38,2.70,40%,0,1611
0.33,2.74,40%,0,1619
0.45,2.62,40%,0,1619
0.38,2.70,40%,0,1618
0.36,2.70,40%,0,1621
0.41,2.66,41%,0,1616
