2.66,0.32,16%,0,2125
2.95,0.57,19%,0,2131
2.40,0.42,16%,0,2122
2.42,0.21,15%,0,2127
2.24,0.20,14%,0,2122
2.14,0.16,12%,0,2131
2.26,0.14,14%,0,2128
2.04,0.21,13%,0,2126
2.08,0.11,12%,0,2129
2.55,0.28,16%,0,2127
