Command exited with non-zero status 126
0.00,0.00,?%,0,30
Command exited with non-zero status 126
0.00,0.00,?%,0,29
0.09,0.06,5%,0,1825
0.10,0.06,6%,0,1822
0.11,0.05,7%,0,1823
0.10,0.06,8%,0,1834
0.11,0.06,7%,0,1819
0.10,0.05,7%,0,1821
0.10,0.06,8%,0,1819
0.12,0.04,7%,0,1829
0.09,0.06,10%,0,1825
0.09,0.06,10%,0,1826
0.09,0.06,11%,0,1820
Command terminated by signal 2
0.05,0.03,12%,0,1322
0.08,0.07,11%,0,1828
