,10.2804102898,7.8388047218,6.4119298458,5.2632427216,5.9381301403,5.9728085995,4.9945054054,,
,15.9728000164,11.6045367718,9.4249107838,8.2488996983,7.2111954689,6.591157198,6.2229471207,,
,14.2821456194,9.2707334757,6.6118136644,7.8050800562,6.8063460588,6.2486249208,5.7263996601,,
,4.5837085022,1.9265488513,1.6972206525,1.7001097843,0.1332869607,0.0502275088,0.1569451679,,
,2.1409597152,1.3880017476,1.3027742139,1.3038825807,0.3650848678,0.2241149454,0.3961630572,,
,,,,,,,,,
,,,,,,,,,
Video Tracker,194.2697607517,149.5497651815,109.4762353897,107.86320467,96.0109014273,74.7967384815,62.3649808884,,
,186.667519331,135.7011227608,92.0995836258,77.6732745171,92.2503709793,65.7363779545,59.0175340176,,
,207.1771769524,157.6026232243,126.9942743778,114.230817318,98.3456275463,88.8377838135,69.0760109425,,
,192.3296035528,151.9847211838,109.8213580847,111.9574139118,96.0985623598,70.8021965027,61.1164829731,,
,37.4268218435,54.9093241356,310.8967383163,125.3813197976,3.4737581339,84.9792160892,12.7608959568,,
,6.1177464677,7.4100825998,17.632264129,11.1973800417,1.863802064,9.2184172226,3.5722396276,,
,,,,,,,,,
,,,,,,,,,
Boltzman,Cost Assign,Face Detect,File Search,Kmean,Sort,SvmPegasos,SvmRank,VideoTrack,Running Statistics
332.3971359253,15.0887424231,587.1478298187,101.8099349499,75.2502982378,22.8603025198,33.5553952694,14.7535321951,268.0863916636,14.0671915054
291.5938901901,14.2532849312,540.216814518,90.761967659,67.6430158615,20.0663232803,30.9799282551,14.4406394958,247.1984846592,13.3178181648
371.1181182861,16.1754078865,659.9724550247,107.6927189827,80.3830723763,30.4168040752,36.5517876148,15.9759919643,312.7742881775,15.6971151829
342.1169959307,14.9433304071,569.6514947414,102.8000481129,77.7546931505,21.8089001179,33.870577693,14.6388901472,260.0212899446,13.7739071846
769.5823978058,0.3506010962,2195.4630394575,24.2106880451,19.5042250562,9.9293883044,4.9024689694,0.2008284517,447.4300278229,0.5640278916
27.7413481613,0.5921157794,46.8557684758,4.9204357576,4.4163588007,3.151093192,2.2141519752,0.4481388755,21.1525418762,0.7510179037
