Command exited with non-zero status 127
0.00,0.00,?%,0,29
Command exited with non-zero status 127
0.00,0.00,?%,0,30
Command exited with non-zero status 127
0.00,0.00,0%,0,31
Command exited with non-zero status 127
0.00,0.00,?%,0,30
Command exited with non-zero status 127
0.00,0.00,?%,0,30
Command exited with non-zero status 127
0.00,0.00,?%,0,29
Command exited with non-zero status 127
0.00,0.00,?%,0,29
Command exited with non-zero status 127
0.00,0.00,0%,0,30
Command exited with non-zero status 127
0.00,0.00,0%,0,30
Command exited with non-zero status 127
0.00,0.00,0%,0,29
