0.04,0.02,1%,0,1818
0.04,0.02,1%,0,1833
0.04,0.03,1%,0,1826
0.02,0.04,1%,0,1832
0.04,0.02,1%,0,1824
0.04,0.02,1%,0,1823
0.04,0.03,1%,0,1830
0.04,0.02,1%,0,1820
0.03,0.03,1%,0,1825
0.04,0.03,1%,0,1822
