0.71,0.35,5%,0,2147
0.58,0.48,5%,0,2146
1.01,0.03,5%,0,2144
1.00,0.06,5%,0,2152
0.91,0.11,5%,0,2150
0.99,0.04,5%,0,2145
0.93,0.10,5%,0,2140
0.86,0.06,5%,0,2145
0.86,0.16,5%,0,2149
1.90,0.28,12%,0,2155
